Name,Id,Zone,Coord1,Coord2,Line,Type
27 Grudnia - Teatr Polski,GRUD72,A,16.924212,52.40804,0,Tram
27 Grudnia - Teatr Polski,GRUD72,A,16.924212,52.40804,2,Tram
27 Grudnia - Teatr Polski,GRUD72,A,16.924212,52.40804,3,Tram
27 Grudnia - Teatr Polski,GRUD72,A,16.924212,52.40804,5,Tram
27 Grudnia - Teatr Polski,GRUD72,A,16.924212,52.40804,6,Tram
27 Grudnia - Teatr Polski,GRUD72,A,16.924212,52.40804,9,Tram
27 Grudnia - Teatr Polski,GRUD72,A,16.924212,52.40804,10,Tram
27 Grudnia - Teatr Polski,GRUD72,A,16.924212,52.40804,11,Tram
27 Grudnia - Teatr Polski,GRUD72,A,16.924212,52.40804,12,Tram
27 Grudnia - Teatr Polski,GRUD72,A,16.924212,52.40804,13,Tram
27 Grudnia - Teatr Polski,GRUD72,A,16.924212,52.40804,14,Tram
27 Grudnia - Teatr Polski,GRUD72,A,16.924212,52.40804,15,Tram
27 Grudnia - Teatr Polski,GRUD72,A,16.924212,52.40804,16,Tram
27 Grudnia - Teatr Polski,GRUD72,A,16.924212,52.40804,18,Tram
27 Grudnia - Teatr Polski,GRUD72,A,16.924212,52.40804,19,Tram
27 Grudnia - Teatr Polski,GRUD72,A,16.924212,52.40804,20,Tram
27 Grudnia - Teatr Polski,GRUD72,A,16.924212,52.40804,201,Tram
27 Grudnia - Teatr Polski,GRUD72,A,16.924212,52.40804,202,Tram
27 Grudnia - Teatr Polski,GRUD72,A,16.924212,52.40804,100,Bus
AWF,AWF42,A,16.93552,52.399655,6,Tram
AWF,AWF42,A,16.93552,52.399655,9,Tram
AWF,AWF42,A,16.93552,52.399655,18,Tram
AWF,AWF42,A,16.93552,52.399655,19,Tram
AWF,AWF41,A,16.9343,52.39924,6,Tram
AWF,AWF41,A,16.9343,52.39924,9,Tram
AWF,AWF41,A,16.9343,52.39924,18,Tram
AWF,AWF41,A,16.9343,52.39924,19,Tram
AWF,AWF04,A,16.93409471,52.39942958,212,Bus
AWF,AWF04,A,16.93409471,52.39942958,222,Bus
AWF,AWF01,A,16.93481132,52.39824851,176,Bus
AWF,AWF01,A,16.93481132,52.39824851,603,Bus
AWF,AWF02,A,16.93592156,52.3997468,174,Bus
AWF,AWF02,A,16.93592156,52.3997468,176,Bus
AWF,AWF02,A,16.93592156,52.3997468,190,Bus
AWF,AWF02,A,16.93592156,52.3997468,603,Bus
AWF,AWF05,A,16.93652096,52.40083284,211,Bus
AWF,AWF05,A,16.93652096,52.40083284,220,Bus
AWF,AWF05,A,16.93652096,52.40083284,221,Bus
AWF,AWF03,A,16.93678524,52.39879099,174,Bus
AWF,AWF03,A,16.93678524,52.39879099,190,Bus
AWF,AWF03,A,16.93678524,52.39879099,212,Bus
AWF,AWF03,A,16.93678524,52.39879099,222,Bus
Admiralska,ADMI01,A,16.77684861,52.475178,186,Bus
Admiralska,ADMI01,A,16.77684861,52.475178,219,Bus
Admiralska,ADMI01,A,16.77684861,52.475178,835,Bus
Admiralska,ADMI01,A,16.77684861,52.475178,836,Bus
Admiralska,ADMI01,A,16.77684861,52.475178,837,Bus
Admiralska,ADMI02,A,16.77747656,52.47574781,186,Bus
Admiralska,ADMI02,A,16.77747656,52.47574781,219,Bus
Admiralska,ADMI02,A,16.77747656,52.47574781,835,Bus
Admiralska,ADMI02,A,16.77747656,52.47574781,836,Bus
Admiralska,ADMI02,A,16.77747656,52.47574781,837,Bus
Aleje Marcinkowskiego,MRCI71,A,16.9284599,52.40642121,2,Tram
Aleje Marcinkowskiego,MRCI71,A,16.9284599,52.40642121,3,Tram
Aleje Marcinkowskiego,MRCI71,A,16.9284599,52.40642121,5,Tram
Aleje Marcinkowskiego,MRCI71,A,16.9284599,52.40642121,6,Tram
Aleje Marcinkowskiego,MRCI71,A,16.9284599,52.40642121,9,Tram
Aleje Marcinkowskiego,MRCI71,A,16.9284599,52.40642121,10,Tram
Aleje Marcinkowskiego,MRCI71,A,16.9284599,52.40642121,12,Tram
Aleje Marcinkowskiego,MRCI71,A,16.9284599,52.40642121,13,Tram
Aleje Marcinkowskiego,MRCI71,A,16.9284599,52.40642121,14,Tram
Aleje Marcinkowskiego,MRCI71,A,16.9284599,52.40642121,15,Tram
Aleje Marcinkowskiego,MRCI71,A,16.9284599,52.40642121,16,Tram
Aleje Marcinkowskiego,MRCI71,A,16.9284599,52.40642121,18,Tram
Aleje Marcinkowskiego,MRCI71,A,16.9284599,52.40642121,19,Tram
Aleje Marcinkowskiego,MRCI71,A,16.9284599,52.40642121,201,Tram
Aleje Marcinkowskiego,MRCI71,A,16.9284599,52.40642121,202,Tram
Aleje Marcinkowskiego,MRCI72,A,16.92888855,52.40730559,2,Tram
Aleje Marcinkowskiego,MRCI72,A,16.92888855,52.40730559,3,Tram
Aleje Marcinkowskiego,MRCI72,A,16.92888855,52.40730559,5,Tram
Aleje Marcinkowskiego,MRCI72,A,16.92888855,52.40730559,6,Tram
Aleje Marcinkowskiego,MRCI72,A,16.92888855,52.40730559,9,Tram
Aleje Marcinkowskiego,MRCI72,A,16.92888855,52.40730559,10,Tram
Aleje Marcinkowskiego,MRCI72,A,16.92888855,52.40730559,11,Tram
Aleje Marcinkowskiego,MRCI72,A,16.92888855,52.40730559,12,Tram
Aleje Marcinkowskiego,MRCI72,A,16.92888855,52.40730559,13,Tram
Aleje Marcinkowskiego,MRCI72,A,16.92888855,52.40730559,14,Tram
Aleje Marcinkowskiego,MRCI72,A,16.92888855,52.40730559,15,Tram
Aleje Marcinkowskiego,MRCI72,A,16.92888855,52.40730559,16,Tram
Aleje Marcinkowskiego,MRCI72,A,16.92888855,52.40730559,18,Tram
Aleje Marcinkowskiego,MRCI72,A,16.92888855,52.40730559,19,Tram
Aleje Marcinkowskiego,MRCI72,A,16.92888855,52.40730559,201,Tram
Aleje Marcinkowskiego,MRCI72,A,16.92888855,52.40730559,202,Tram
Aleje Marcinkowskiego,MRCI72,A,16.92888855,52.40730559,100,Bus
Aleje Solidarności,ALSO42,A,16.91997406,52.43598206,12,Tram
Aleje Solidarności,ALSO42,A,16.91997406,52.43598206,14,Tram
Aleje Solidarności,ALSO42,A,16.91997406,52.43598206,15,Tram
Aleje Solidarności,ALSO42,A,16.91997406,52.43598206,16,Tram
Aleje Solidarności,ALSO42,A,16.91997406,52.43598206,201,Tram
Aleje Solidarności,ALSO42,A,16.91997406,52.43598206,202,Tram
Aleje Solidarności,ALSO41,A,16.92020873,52.43594831,12,Tram
Aleje Solidarności,ALSO41,A,16.92020873,52.43594831,14,Tram
Aleje Solidarności,ALSO41,A,16.92020873,52.43594831,15,Tram
Aleje Solidarności,ALSO41,A,16.92020873,52.43594831,16,Tram
Aleje Solidarności,ALSO41,A,16.92020873,52.43594831,201,Tram
Aleje Solidarności,ALSO41,A,16.92020873,52.43594831,202,Tram
Aleje Solidarności,ALSO01,A,16.92002169,52.4362053,168,Bus
Aleje Solidarności,ALSO01,A,16.92002169,52.4362053,170,Bus
Aleje Solidarności,ALSO01,A,16.92002169,52.4362053,178,Bus
Aleje Solidarności,ALSO01,A,16.92002169,52.4362053,183,Bus
Aleje Solidarności,ALSO01,A,16.92002169,52.4362053,191,Bus
Aleje Solidarności,ALSO01,A,16.92002169,52.4362053,322,Bus
Aleje Solidarności,ALSO02,A,16.92005776,52.43575246,168,Bus
Aleje Solidarności,ALSO02,A,16.92005776,52.43575246,170,Bus
Aleje Solidarności,ALSO02,A,16.92005776,52.43575246,178,Bus
Aleje Solidarności,ALSO02,A,16.92005776,52.43575246,183,Bus
Aleje Solidarności,ALSO02,A,16.92005776,52.43575246,191,Bus
Aleje Solidarności,ALSO02,A,16.92005776,52.43575246,322,Bus
Aleje Solidarności,ALSO04,A,16.92070359,52.43533117,171,Bus
Aleje Solidarności,ALSO04,A,16.92070359,52.43533117,215,Bus
Antoninek PKM,ANST01,A,17.02882565,52.4095374,166,Bus
Antoninek PKM,ANST01,A,17.02882565,52.4095374,223,Bus
Antoninek PKM,ANST01,A,17.02882565,52.4095374,401,Bus
Antoninek PKM,ANST01,A,17.02882565,52.4095374,405,Bus
Antoninek PKM,ANST01,A,17.02882565,52.4095374,406,Bus
Antoninek PKM,ANST01,A,17.02882565,52.4095374,407,Bus
Antoninek PKM,ANST01,A,17.02882565,52.4095374,416,Bus
Antoninek PKM,ANST02,A,17.02939787,52.40973109,166,Bus
Antoninek PKM,ANST02,A,17.02939787,52.40973109,223,Bus
Antoninek PKM,ANST02,A,17.02939787,52.40973109,401,Bus
Antoninek PKM,ANST02,A,17.02939787,52.40973109,405,Bus
Antoninek PKM,ANST02,A,17.02939787,52.40973109,406,Bus
Antoninek PKM,ANST02,A,17.02939787,52.40973109,407,Bus
Antoninek PKM,ANST02,A,17.02939787,52.40973109,416,Bus
Arciszewskiego,ARCI41,A,16.88670701,52.39288444,1,Tram
Arciszewskiego,ARCI41,A,16.88670701,52.39288444,7,Tram
Arciszewskiego,ARCI41,A,16.88670701,52.39288444,15,Tram
Arciszewskiego,ARCI42,A,16.88692935,52.3926985,1,Tram
Arciszewskiego,ARCI42,A,16.88692935,52.3926985,7,Tram
Arciszewskiego,ARCI42,A,16.88692935,52.3926985,15,Tram
Arciszewskiego,ARCI01,A,16.88537475,52.39231674,164,Bus
Arciszewskiego,ARCI01,A,16.88537475,52.39231674,179,Bus
Arciszewskiego,ARCI01,A,16.88537475,52.39231674,182,Bus
Arciszewskiego,ARCI02,A,16.88597972,52.39220599,164,Bus
Arciszewskiego,ARCI02,A,16.88597972,52.39220599,179,Bus
Arciszewskiego,ARCI02,A,16.88597972,52.39220599,182,Bus
Arena,AREN41,A,16.88836951,52.39727818,1,Tram
Arena,AREN41,A,16.88836951,52.39727818,7,Tram
Arena,AREN41,A,16.88836951,52.39727818,15,Tram
Arena,AREN42,A,16.88842472,52.39777176,1,Tram
Arena,AREN42,A,16.88842472,52.39777176,7,Tram
Arena,AREN42,A,16.88842472,52.39777176,15,Tram
Armii Poznań,ARPO42,A,16.92351546,52.42134875,3,Tram
Armii Poznań,ARPO42,A,16.92351546,52.42134875,7,Tram
Armii Poznań,ARPO42,A,16.92351546,52.42134875,10,Tram
Armii Poznań,ARPO42,A,16.92351546,52.42134875,19,Tram
Armii Poznań,ARPO41,A,16.92365695,52.42132198,3,Tram
Armii Poznań,ARPO41,A,16.92365695,52.42132198,7,Tram
Armii Poznań,ARPO41,A,16.92365695,52.42132198,10,Tram
Armii Poznań,ARPO41,A,16.92365695,52.42132198,19,Tram
Armii Poznań,ARPO01,A,16.92292067,52.42138235,168,Bus
Armii Poznań,ARPO01,A,16.92292067,52.42138235,169,Bus
Armii Poznań,ARPO01,A,16.92292067,52.42138235,171,Bus
Armii Poznań,ARPO01,A,16.92292067,52.42138235,215,Bus
Armii Poznań,ARPO01,A,16.92292067,52.42138235,218,Bus
Arnikowa,ARNI02,A,16.9420237,52.49159019,167,Bus
Arnikowa,ARNI02,A,16.9420237,52.49159019,188,Bus
Arnikowa,ARNI02,A,16.9420237,52.49159019,214,Bus
Arnikowa,ARNI02,A,16.9420237,52.49159019,348,Bus
Arnikowa,ARNI02,A,16.9420237,52.49159019,911,Bus
Arnikowa,ARNI01,A,16.94243691,52.49206668,167,Bus
Arnikowa,ARNI01,A,16.94243691,52.49206668,188,Bus
Arnikowa,ARNI01,A,16.94243691,52.49206668,214,Bus
Arnikowa,ARNI01,A,16.94243691,52.49206668,348,Bus
Arnikowa,ARNI01,A,16.94243691,52.49206668,911,Bus
Azaliowa,AZAL02,A,16.90743943,52.36369275,149,Bus
Azaliowa,AZAL02,A,16.90743943,52.36369275,171,Bus
Azaliowa,AZAL02,A,16.90743943,52.36369275,176,Bus
Azaliowa,AZAL02,A,16.90743943,52.36369275,215,Bus
Azaliowa,AZAL02,A,16.90743943,52.36369275,603,Bus
Azaliowa,AZAL01,A,16.90746923,52.36409885,149,Bus
Azaliowa,AZAL01,A,16.90746923,52.36409885,171,Bus
Azaliowa,AZAL01,A,16.90746923,52.36409885,176,Bus
Azaliowa,AZAL01,A,16.90746923,52.36409885,215,Bus
Azaliowa,AZAL01,A,16.90746923,52.36409885,603,Bus
Babki/,BBBAB01,B,16.9304748,52.31771233,527,Bus
Babki/,BBBAB02,B,16.93139706,52.31690763,527,Bus
Babki/Babicka,BBBBK01,B,16.9378178,52.31340988,527,Bus
Babki/Babicka,BBBBK02,B,16.93824577,52.31363555,527,Bus
Babki/Jednostka Wojskowa,BBJDW02,B,16.93774607,52.31163404,527,Bus
Babki/Jednostka Wojskowa,BBJDW01,B,16.93795061,52.31158644,527,Bus
Babki/Ośrodek Zdrowia,BBOSZ01,B,16.93601991,52.31368277,527,Bus
Babki/Ośrodek Zdrowia,BBOSZ02,B,16.93624696,52.3134674,527,Bus
Baraniaka,BAKA41,A,16.9541778,52.40395015,0,Tram
Baraniaka,BAKA41,A,16.9541778,52.40395015,5,Tram
Baraniaka,BAKA41,A,16.9541778,52.40395015,7,Tram
Baraniaka,BAKA41,A,16.9541778,52.40395015,8,Tram
Baraniaka,BAKA41,A,16.9541778,52.40395015,17,Tram
Baraniaka,BAKA41,A,16.9541778,52.40395015,38,Tram
Baraniaka,BAKA41,A,16.9541778,52.40395015,98,Tram
Baraniaka,BAKA42,A,16.95438713,52.40376931,5,Tram
Baraniaka,BAKA42,A,16.95438713,52.40376931,7,Tram
Baraniaka,BAKA42,A,16.95438713,52.40376931,8,Tram
Baraniaka,BAKA42,A,16.95438713,52.40376931,17,Tram
Baraniaka,BAKA42,A,16.95438713,52.40376931,98,Tram
Baraniaka,BAKA03,A,16.95426427,52.40321239,100,Bus
Baraniaka,BAKA03,A,16.95426427,52.40321239,227,Bus
Baraniaka,BAKA02,A,16.95445736,52.40413248,157,Bus
Baraniaka,BAKA02,A,16.95445736,52.40413248,184,Bus
Baraniaka,BAKA02,A,16.95445736,52.40413248,227,Bus
Baraniaka,BAKA01,A,16.95551937,52.40327897,157,Bus
Baraniaka,BAKA01,A,16.95551937,52.40327897,184,Bus
Baranowo./,BABAR01,C,16.92075805,52.21325325,693,Bus
Baranowo./,BABAR02,C,16.92158448,52.21305421,693,Bus
Baranowo/Klonowa,BNKLO01,B,16.78565256,52.44171931,821,Bus
Baranowo/Klonowa,BNKLO02,B,16.78584441,52.44376239,821,Bus
Baranowo/Os. Rubinowe,BNRUB02,B,16.799569,52.429022,889,Bus
Baranowo/Os. Rubinowe,BNRUB01,B,16.799611,52.4289,801,Bus
Baranowo/Os. Rubinowe,BNRUB01,B,16.799611,52.4289,889,Bus
Baranowo/Przemysława,BNPRZ02,B,16.79615994,52.43392413,258,Bus
Baranowo/Przemysława,BNPRZ02,B,16.79615994,52.43392413,802,Bus
Baranowo/Przemysława,BNPRZ02,B,16.79615994,52.43392413,803,Bus
Baranowo/Przemysława,BNPRZ02,B,16.79615994,52.43392413,804,Bus
Baranowo/Przemysława,BNPRZ02,B,16.79615994,52.43392413,811,Bus
Baranowo/Przemysława,BNPRZ02,B,16.79615994,52.43392413,812,Bus
Baranowo/Przemysława,BNPRZ02,B,16.79615994,52.43392413,813,Bus
Baranowo/Przemysława,BNPRZ02,B,16.79615994,52.43392413,821,Bus
Baranowo/Przemysława,BNPRZ02,B,16.79615994,52.43392413,889,Bus
Baranowo/Przemysława,BNPRZ01,B,16.79621898,52.43410417,258,Bus
Baranowo/Przemysława,BNPRZ01,B,16.79621898,52.43410417,802,Bus
Baranowo/Przemysława,BNPRZ01,B,16.79621898,52.43410417,803,Bus
Baranowo/Przemysława,BNPRZ01,B,16.79621898,52.43410417,804,Bus
Baranowo/Przemysława,BNPRZ01,B,16.79621898,52.43410417,811,Bus
Baranowo/Przemysława,BNPRZ01,B,16.79621898,52.43410417,812,Bus
Baranowo/Przemysława,BNPRZ01,B,16.79621898,52.43410417,813,Bus
Baranowo/Przemysława,BNPRZ01,B,16.79621898,52.43410417,821,Bus
Baranowo/Przemysława,BNPRZ01,B,16.79621898,52.43410417,889,Bus
Baranowo/Spokojna,BNSPO01,B,16.790771,52.440889,889,Bus
Baranowo/Uniwersytet Przyrodniczy,BNUNP01,B,16.78357174,52.44900016,821,Bus
Baranowo/Uniwersytet Przyrodniczy,BNUNP01,B,16.78357174,52.44900016,889,Bus
Baranowo/Uniwersytet Przyrodniczy,BNUNP02,B,16.78489992,52.44777627,821,Bus
Baranowo/Uniwersytet Przyrodniczy,BNUNP02,B,16.78489992,52.44777627,889,Bus
Baranowo/Wypoczynkowa Szkoła,BNSZK01,B,16.791106,52.442542,889,Bus
Baranowo/Wypoczynkowa Szkoła,BNSZK02,B,16.791466,52.442729,889,Bus
Batorowo/Batorowska,BTBAT01,C,16.75399343,52.42132941,258,Bus
Batorowo/Batorowska,BTBAT01,C,16.75399343,52.42132941,802,Bus
Batorowo/Batorowska,BTBAT01,C,16.75399343,52.42132941,804,Bus
Batorowo/Batorowska,BTBAT02,C,16.75465096,52.42113294,258,Bus
Batorowo/Batorowska,BTBAT02,C,16.75465096,52.42113294,802,Bus
Batorowo/Batorowska,BTBAT02,C,16.75465096,52.42113294,804,Bus
Batorowo/Brzask,BTBRZ02,C,16.73215507,52.42271211,258,Bus
Batorowo/Brzask,BTBRZ02,C,16.73215507,52.42271211,802,Bus
Batorowo/Brzask,BTBRZ02,C,16.73215507,52.42271211,804,Bus
Batorowo/Brzask,BTBRZ01,C,16.73228231,52.42275554,258,Bus
Batorowo/Brzask,BTBRZ01,C,16.73228231,52.42275554,802,Bus
Batorowo/Brzask,BTBRZ01,C,16.73228231,52.42275554,804,Bus
Batorowo/Poranek,BTPOR01,C,16.73962337,52.42193262,258,Bus
Batorowo/Poranek,BTPOR01,C,16.73962337,52.42193262,802,Bus
Batorowo/Poranek,BTPOR01,C,16.73962337,52.42193262,804,Bus
Batorowo/Poranek,BTPOR02,C,16.7399436,52.42184382,258,Bus
Batorowo/Poranek,BTPOR02,C,16.7399436,52.42184382,802,Bus
Batorowo/Poranek,BTPOR02,C,16.7399436,52.42184382,804,Bus
Batorowo/Skośna,BTSKO01,C,16.766596,52.420683,258,Bus
Batorowo/Skośna,BTSKO01,C,16.766596,52.420683,802,Bus
Batorowo/Skośna,BTSKO01,C,16.766596,52.420683,804,Bus
Batorowo/Skośna,BTSKO02,C,16.767825,52.420528,258,Bus
Batorowo/Skośna,BTSKO02,C,16.767825,52.420528,802,Bus
Batorowo/Skośna,BTSKO02,C,16.767825,52.420528,804,Bus
Batorowo/Widok,BTWID01,C,16.745626,52.421896,258,Bus
Batorowo/Widok,BTWID01,C,16.745626,52.421896,802,Bus
Batorowo/Widok,BTWID01,C,16.745626,52.421896,804,Bus
Batorowo/Widok,BTWID02,C,16.746749,52.421856,258,Bus
Batorowo/Widok,BTWID02,C,16.746749,52.421856,802,Bus
Batorowo/Widok,BTWID02,C,16.746749,52.421856,804,Bus
Batorowo/Zakrzewska,BTZAK01,C,16.71921,52.424236,258,Bus
Batorowo/Zakrzewska,BTZAK01,C,16.71921,52.424236,802,Bus
Batorowo/Zakrzewska,BTZAK01,C,16.71921,52.424236,804,Bus
Batorowo/Zakrzewska,BTZAK02,C,16.71970699,52.42410476,258,Bus
Batorowo/Zakrzewska,BTZAK02,C,16.71970699,52.42410476,802,Bus
Batorowo/Zakrzewska,BTZAK02,C,16.71970699,52.42410476,804,Bus
Bałtycka,BALA03,A,16.9774817,52.42660501,185,Bus
Bałtycka,BALA03,A,16.9774817,52.42660501,252,Bus
Bałtycka,BALA03,A,16.9774817,52.42660501,321,Bus
Bałtycka,BALA03,A,16.9774817,52.42660501,322,Bus
Bałtycka,BALA02,A,16.97782321,52.42545611,185,Bus
Bałtycka,BALA02,A,16.97782321,52.42545611,227,Bus
Bałtycka,BALA02,A,16.97782321,52.42545611,312,Bus
Bałtycka,BALA02,A,16.97782321,52.42545611,320,Bus
Bałtycka,BALA02,A,16.97782321,52.42545611,322,Bus
Bałtycka,BALA02,A,16.97782321,52.42545611,323,Bus
Bałtycka,BALA02,A,16.97782321,52.42545611,341,Bus
Bałtycka,BALA02,A,16.97782321,52.42545611,342,Bus
Bałtycka,BALA01,A,16.97857906,52.42678493,227,Bus
Bałtycka,BALA01,A,16.97857906,52.42678493,252,Bus
Bałtycka,BALA01,A,16.97857906,52.42678493,312,Bus
Bałtycka,BALA01,A,16.97857906,52.42678493,320,Bus
Bałtycka,BALA01,A,16.97857906,52.42678493,321,Bus
Bałtycka,BALA01,A,16.97857906,52.42678493,322,Bus
Bałtycka,BALA01,A,16.97857906,52.42678493,323,Bus
Bałtycka,BALA01,A,16.97857906,52.42678493,341,Bus
Bałtycka,BALA01,A,16.97857906,52.42678493,342,Bus
Bałtyk,BALT71,A,16.911052,52.406589,6,Tram
Bałtyk,BALT71,A,16.911052,52.406589,13,Tram
Bałtyk,BALT71,A,16.911052,52.406589,15,Tram
Bałtyk,BALT42,A,16.91106,52.4065,6,Tram
Bałtyk,BALT42,A,16.91106,52.4065,11,Tram
Bałtyk,BALT42,A,16.91106,52.4065,13,Tram
Bałtyk,BALT42,A,16.91106,52.4065,15,Tram
Bałtyk,BALT42,A,16.91106,52.4065,16,Tram
Bałtyk,BALT71,A,16.911052,52.406589,148,Bus
Bałtyk,BALT71,A,16.911052,52.406589,159,Bus
Bałtyk,BALT71,A,16.911052,52.406589,163,Bus
Bałtyk,BALT71,A,16.911052,52.406589,169,Bus
Bałtyk,BALT71,A,16.911052,52.406589,177,Bus
Bałtyk,BALT71,A,16.911052,52.406589,212,Bus
Bałtyk,BALT71,A,16.911052,52.406589,222,Bus
Bergera,BERG02,A,16.91681335,52.39460924,171,Bus
Bergera,BERG01,A,16.91580691,52.39403522,171,Bus
Białczańska,BIAL03,A,16.87815562,52.45788776,146,Bus
Białczańska,BIAL03,A,16.87815562,52.45788776,160,Bus
Białczańska,BIAL03,A,16.87815562,52.45788776,216,Bus
Białczańska,BIAL01,A,16.87910458,52.45731275,168,Bus
Białczańska,BIAL01,A,16.87910458,52.45731275,183,Bus
Białczańska,BIAL01,A,16.87910458,52.45731275,216,Bus
Białczańska,BIAL02,A,16.87936145,52.45700197,168,Bus
Białczańska,BIAL02,A,16.87936145,52.45700197,183,Bus
Białczańska,BIAL02,A,16.87936145,52.45700197,226,Bus
Biblioteka Uniwersytecka,BIUN72,A,16.92521484,52.40672022,0,Tram
Biblioteka Uniwersytecka,BIUN72,A,16.92521484,52.40672022,20,Tram
Biedrusko/Jednostka Wojskowa,BIJDW01,B,16.94462034,52.54075113,348,Bus
Biedrusko/Jednostka Wojskowa,BIJDW01,B,16.94462034,52.54075113,911,Bus
Biedrusko/Jednostka Wojskowa,BIJDW02,B,16.94471786,52.54039133,348,Bus
Biedrusko/Jednostka Wojskowa,BIJDW02,B,16.94471786,52.54039133,911,Bus
Biedrusko/Jesionowa,BIJES01,B,16.94346919,52.53592125,348,Bus
Biedrusko/Jesionowa,BIJES01,B,16.94346919,52.53592125,911,Bus
Biedrusko/Jesionowa,BIJES02,B,16.94372503,52.53638945,348,Bus
Biedrusko/Jesionowa,BIJES02,B,16.94372503,52.53638945,911,Bus
Biedrusko/Młyn,BIMLY01,B,16.93941208,52.51482376,348,Bus
Biedrusko/Młyn,BIMLY01,B,16.93941208,52.51482376,911,Bus
Biedrusko/Młyn,BIMLY02,B,16.93943244,52.51508539,348,Bus
Biedrusko/Młyn,BIMLY02,B,16.93943244,52.51508539,911,Bus
Biedrusko/Park,BIPRK02,B,16.94671819,52.54519334,252,Bus
Biedrusko/Park,BIPRK02,B,16.94671819,52.54519334,348,Bus
Biedrusko/Park,BIPRK02,B,16.94671819,52.54519334,397,Bus
Biedrusko/Park,BIPRK02,B,16.94671819,52.54519334,911,Bus
Bielniki,BIEL01,A,16.93340326,52.39472167,176,Bus
Bielniki,BIEL01,A,16.93340326,52.39472167,603,Bus
Bielniki,BIEL02,A,16.93354463,52.39442509,176,Bus
Bielniki,BIEL02,A,16.93354463,52.39442509,603,Bus
Biernatki/Dębiecka,BEDEB01,C,17.10333834,52.23021553,580,Bus
Biernatki/Dębiecka,BEDEB02,C,17.10348849,52.2301879,561,Bus
Biernatki/Gawrycha,BEGAW02,C,17.10263026,52.23622711,590,Bus
Biernatki/Gawrycha,BEGAW01,C,17.10288114,52.23571169,590,Bus
Biernatki/Jarzębinowa,BEJAR01,C,17.11681937,52.21423399,561,Bus
Biernatki/Jarzębinowa,BEJAR02,C,17.11721263,52.21348401,580,Bus
Biernatki/Laskowa,BELAS03,C,17.10326484,52.23153381,590,Bus
Biernatki/Laskowa,BELAS04,C,17.10453399,52.23229346,590,Bus
Biernatki/Laskowa,BELAS01,C,17.10651445,52.22716429,561,Bus
Biernatki/Laskowa,BELAS02,C,17.10709426,52.2263878,580,Bus
Biernatki/Ośrodek,BEOSR01,C,17.111035,52.221721,561,Bus
Biernatki/Ośrodek,BEOSR02,C,17.11114538,52.22131354,580,Bus
Biskupice/Główna,BFGLO01,C,17.16890648,52.46263166,485,Bus
Biskupice/Przylesie,BEPRZ01,C,17.166868,52.458252,485,Bus
Biskupice/Przylesie,BEPRZ02,C,17.167043,52.458966,485,Bus
Biskupice/Stacja,BFSTA02,C,17.16982145,52.46661683,485,Bus
Biwakowa,BIWA01,A,16.75566519,52.47465806,836,Bus
Biwakowa,BIWA02,A,16.75625549,52.47508077,836,Bus
Bliźniąt,BLIZ02,A,16.9805026,52.39319622,181,Bus
Bliźniąt,BLIZ02,A,16.9805026,52.39319622,184,Bus
Bliźniąt,BLIZ01,A,16.98089688,52.39307857,181,Bus
Bliźniąt,BLIZ01,A,16.98089688,52.39307857,184,Bus
Bobrzańska,BOBR01,A,16.96907164,52.38527179,166,Bus
Bobrzańska,BOBR01,A,16.96907164,52.38527179,220,Bus
Bogucin Bałtycka,BOBA02,A,17.00907918,52.42987293,173,Bus
Bogucin Bałtycka,BOBA02,A,17.00907918,52.42987293,227,Bus
Bogucin Bałtycka,BOBA02,A,17.00907918,52.42987293,412,Bus
Bogucin Bałtycka,BOBA01,A,17.01129017,52.43020547,173,Bus
Bogucin Bałtycka,BOBA01,A,17.01129017,52.43020547,400,Bus
Bogucin Bałtycka,BOBA01,A,17.01129017,52.43020547,412,Bus
Bogucin/Ligowiec,BGLIG02,B,17.034821,52.437338,400,Bus
Bogucin/Ligowiec,BGLIG02,B,17.034821,52.437338,412,Bus
Bogucin/Ligowiec,BGLIG01,B,17.03657,52.437711,400,Bus
Bogucin/Ligowiec,BGLIG01,B,17.03657,52.437711,412,Bus
Bogucin/Pętla,BGPET02,B,17.019434,52.432223,173,Bus
Bogucin/Pętla,BGPET02,B,17.019434,52.432223,400,Bus
Bogucin/Pętla,BGPET02,B,17.019434,52.432223,412,Bus
Bogusława,BOWA02,A,16.94800383,52.45663343,146,Bus
Bogusława,BOWA02,A,16.94800383,52.45663343,224,Bus
Bohaterów Westerplatte,BOWE02,A,16.88568585,52.37102108,149,Bus
Bohaterów Westerplatte,BOWE03,A,16.8864906,52.3702192,149,Bus
Bojanowska,BOJA01,A,16.87221592,52.37638462,149,Bus
Bojanowska,BOJA01,A,16.87221592,52.37638462,180,Bus
Bojanowska,BOJA01,A,16.87221592,52.37638462,250,Bus
Bojanowska,BOJA01,A,16.87221592,52.37638462,610,Bus
Bojanowska,BOJA01,A,16.87221592,52.37638462,616,Bus
Bojanowska,BOJA01,A,16.87221592,52.37638462,702,Bus
Bojanowska,BOJA01,A,16.87221592,52.37638462,703,Bus
Bojanowska,BOJA01,A,16.87221592,52.37638462,704,Bus
Bojanowska,BOJA01,A,16.87221592,52.37638462,705,Bus
Bojanowska,BOJA01,A,16.87221592,52.37638462,707,Bus
Bojanowska,BOJA01,A,16.87221592,52.37638462,710,Bus
Bojanowska,BOJA02,A,16.87228337,52.37605789,149,Bus
